golden_index,customer_text,intent_label,top1_score,top3_avg_score,top5_avg_score,top1_customer_text,top1_response_text,top1_customer_tweet_id
23,"@AppleSupport I just bought an Apple Watch Series 1 and it says I have to update it to the latest software. After many phone and Watch restarts, it keeps getting stuck on either the “Checking for Update...” or the actual update itself. What can I do?",ios_update_issues,0.6806027889251709,0.6273474097251892,0.603791356086731,@AppleSupport I can’t update my Apple Watch series 3,@222731 We'd like to help. What happens when you attempt to update the watch? Which version of watchOS are you currently running?,1632372
24,"@115858 come February, I’ll be team note 8. I’ve never seen so many glitches. My phone isn’t even a year old! My battery life is horrible too",battery_power,0.696648359298706,0.6837415099143982,0.6795632839202881,"If @115858 don’t sort out my glitchy iPhone which I’ve not even had for a year, am gonna swap to a Samsung 😡😠😡☹️😠😠😡😠😡","@770796 We can help out with your iPhone. To start, which model and iOS version are you using? Let us know with a DM and we can help further. https://t.co/GDrqU22YpT",2753693
25,Why @115858 won’t let me update my payment. It keeps saying card declined when I have money in my account! #iOS11,purchases_orders_refunds,0.728562593460083,0.7068424224853516,0.6820153594017029,"@AppleSupport Received email saying iPhone X payment was rejected. Tried 3 different cards and Apple Pay now, still won’t update. https://t.co/9ovqYNHHrV",@705408 We'd be happy to get you pointed in the right direction. Send us a DM to get started. https://t.co/GDrqU22YpT,2464885
26,"@AppleSupport Thanks, yes I did install the update last night. My texts are glitchy - won't open outside links, can't text photos without going into text message first, etc. Also, phone randomly shuts down around 45F or less.",ios_update_issues,0.702361524105072,0.6731989979743958,0.6655362844467163,@AppleSupport Thanks for that but this has been going on all day. The phone has been great for 3 years then this update comes and nothing but trouble.,"@577241 We understand, and want to help you. If the steps in that article don't work, send us a DM, and we'll continue working with you. https://t.co/GDrqU22YpT",1941019
27,@115858 needs to get it together. My phone has been freezing since the update.,device_performance,1.0,0.8736160397529602,0.8440868258476257,@115858 needs to get it together. My phone has been freezing since the update.,@785671 Helping you out with this is a top priority for us. Are you noticing that freezing while doing certain things or does it appear to be random? Which specific iOS version are you running? Meet up with us in DM and we'll take a closer look. https://t.co/GDrqU22YpT,2818594
28,@AppleSupport app starts to cycle like its looking for something. Freezes then shuts down. started doing this with the last iOS upgrade. I don’t have time,ios_update_issues,0.7899296283721924,0.7810506820678711,0.7771221995353699,@AppleSupport iOS 11 keeps freezing my phone and makes apps unresponsive... fix the bug soon,@430902 We want to help. Reach out via DM using the link below. https://t.co/GDrqU22YpT,1332735
29,"@AppleSupport Updated my new 2 days old ipad pro to 11.1.2. 
FaceTime quality has dropped remarkably. Person on the other side says image looks blurred, as if a glass is placed on camera. When I FaceTime using iphone X using the same wifi, there is no issue. Is this a ios bug?",ios_update_issues,0.6202545166015625,0.6072753071784973,0.5976088643074036,IOS 11 has made YouTube and FaceTime extra glitchy. It started on my 7plus and now it’s on my 8plus @AppleSupport #ios11,@184363 Let's check this out. Are these the only two apps that are glitching? Which iOS11 version are you using now?,286902
30,@116333 APPLE CANCELLED MY IPHONE X PREORDER .HELP ME,purchases_orders_refunds,0.6848164796829224,0.6738187670707703,0.6530423760414124,"When I preordered my iPhone X for pick up on 11/3. But it still ""Order in precess"" position！What can I do? I am so desperate! @115858 https://t.co/vog4HUFlc8",@452615 Our Sales Support team is in the best position to assist and can be contacted from here: https://t.co/8yjRd1Xo0i,1432445
31,Hey @AppleSupport is it a known issue that when the 2016 Macbook Pro Touchbar users that when the Macbook heats up the keyboard starts sticking?,hardware_accessories,0.49291568994522095,0.4725017249584198,0.45345035195350647,Clearly @115858 uses the best materials available. Which must be why my 7-month old #MacBookPro keyboard is flaking already. #fail https://t.co/xTERoPJwFW,@285478 We know how disappointing it can be for your MacBook to not look as new as it had. We can look into this with you over in Direct Message and review what can be done. https://t.co/GDrqU22YpT,693989
32,"@AppleSupport even on ios 11.1 beta 4 my music (applemusic, spotify etc.) stops when im using 3d touch or another app. Thanks for fixin soon",apps_services,1.0000001192092896,0.828432559967041,0.7795168161392212,"@AppleSupport even on ios 11.1 beta 4 my music (applemusic, spotify etc.) stops when im using 3d touch or another app. Thanks for fixin soon",@563224 Thanks for reaching out. Which device are you using? Let us know via a DM. We’ll keep moving forward from there. https://t.co/GDrqU22YpT,1888619
33,@115858 issue with the iOS update. Laggy and unresponsive on screen at times. Will stall and freeze. Please fix.,device_performance,0.8096014261245728,0.7971448302268982,0.785103976726532,@115858 great job on the new iOS update now my phone is slow and freezes all the time just what I wanted 👍,@489850 We want to help. Can you tell us which steps you've tried so far? This way we won't have you do any steps over again.,1593930
34,@115858 I was charged for a subscription that I canceled the same day I accepted the free trails why was I charged?,purchases_orders_refunds,0.6341595649719238,0.6124698519706726,0.595647394657135,"@AppleSupport Hi, I cancelled a subscription for FilmMaker Pro on the App Store, but I have still been charged £44.99 for a whole year?",@257995 For this particular issue let's get you in touch with an iTunes Store Advisor for further assistance at: https://t.co/SDIe7UiyJN.,584750
35,"@115858 @118936 @AppleSupport my phone is constantly freezing whenever I open any apps and I can’t search the App Store, it times out!",device_performance,0.8018484115600586,0.7838196158409119,0.7719429135322571,@AppleSupport My phone keeps freezing and at times it wont even let me restart it. It won’t let me access my apps. It literally freezes every few minutes and I cant do anything about it. This all started after I updated my phone.,@725607 That's not the experience we want you to have with your iPhone. We will certainly do everything we can to get it operating as normal again. Can you confirm for us the exact iOS 11 version you are running under Settings &gt; General &gt; About? DM us that info. https://t.co/GDrqU22YpT,2555277
36,Thanks apple for your latest updates I can’t open my music app @AppleSupport @115948,apps_services,0.7928767204284668,0.767301082611084,0.7532596588134766,@115948 @AppleSupport Apple Music isn’t work,@436256 Hey there! What's happening with your Apple Music? What do you mean when you say it isn't working?,1356380
37,"No apps in new iTunes, and iOS App Store did away with wishlists. @115858, are you telling me you don’t want me to buy apps anymore? WTH?",apps_services,0.6508597135543823,0.6299526691436768,0.6052759885787964,"@115858 Ok, apps aren't in iTunes anymore. I'll just open the App Store app and...WTF!? Seriously!? I can't search for an app HERE?
@115858 
#Fail
/6",@575929 We've got an article which will show you how the App Store is working on your Mac: https://t.co/E4dV2L14tq Questions? DM us. https://t.co/GDrqU22YpT,1935903
38,Anyone else having trouble after latest @115858 update? Blue tooth loves to turn itself on and WiFi connection is constantly dropping.,connectivity,0.7152515649795532,0.7004463076591492,0.6815727353096008,Nice @115858. Less than a week old then WiFi and BT break on my new iPhone. I tried all your support articles. So glad I purchased! https://t.co/WKbGgSY6QV,@168230 We're here to help. Which version of iOS do you have installed on your iPhone? You'll see this in Settings &gt; General &gt; About.,219067
39,"@AppleSupport Love iOS 11 on iPad, it makes my iPad like Mac.But the battery issue need to be fixed.My iPad is Air 2,and iOS version is 11.0.2.",battery_power,0.7017634510993958,0.6759725213050842,0.6679500937461853,@AppleSupport Upgrading to 11.0.2 has killed my iPad battery life. Didn’t happen in iOS 10. Is there a fix coming soon?,@216370 We'd be happy to take a look at what's going on. Reach out to us via DM and we'll get to work. https://t.co/GDrqU22YpT,426177
40,@AppleSupport Ever since the last recent iOS update my iPhone 6s randomly becomes very slow and reboots. Why is this happening?,device_performance,0.8450383543968201,0.8145735859870911,0.8033491373062134,#iPhone 6 plus is become very slow after the update #iOS11 @AppleSupport,@312583 Let's look into this together! We have since released an updated version of iOS 11 (11.0.3). Are you fully up to date?,808239
41,@AppleSupport my new iPhone 6s battery is useless. Fully charged last night and now in low power mode! Hardly used and no Apps Open!!,battery_power,0.7156863212585449,0.7145161628723145,0.7056115865707397,@AppleSupport Why does my iphone 6s plus turn into an unresponsive piece of shit when it reaches at or below 30% battery? 🙄🙄,@217672 We can figure this out together. Does this happen with a particular app or is it widespread? What iOS version are you using?,1416949
42,"Hey @AppleSupport, the update to the podcast app seems to have added a click or two to the process of actually playing a podcast 👎",apps_services,0.7870694994926453,0.7700807452201843,0.7564798593521118,@AppleSupport the podcast app update is unusable &amp; a lot of your customers feel the same way. y’all are forcing me to find an alternative :/,"@753084 We're here for you. What issues are you experiencing with the Podcasts app? Which device, and iOS version, are you using?",2675428
43,@AppleSupport IPhone 6 - Lag and touchscreen problems after ios 11.0.3,device_performance,0.8055649995803833,0.7867648601531982,0.7757498025894165,@AppleSupport Experience lag during normal swiping..screen gets stuck..using iOS 11.0.2,@149326 Good to know. Let's get you up-to-date. Create or update your backup: https://t.co/4f8hwT5to6 Then update to iOS 11.1.2 in Settings &gt; General &gt; Software Update. Still experiencing these issues? Send us a DM and we'll continue there.,146801
44,"@AppleSupport , setting up iPhone X as new mobile under existing Apple ID.  End result: Apple ID got locked out without at anytime mistyping password. Later forced to change password and naturally laptops, all devices need to have password changed as well. WHY?????",apple_id_account,0.6185697317123413,0.6084115505218506,0.6015661358833313,@AppleSupport I am not a happy customer! My husband is going to return his iPhone X because no one can help Him reset his password! This is ridiculous!,@739041 This is not the experience we want for him. We'll be more than happy to look into the issue Can you provide us which password he's having an issue with? Is it with his Apple ID or lock screen? Let us know.,2614310
45,Hi @AppleSupport. I️ have an issue when I️ type the letter I️. Just saw it on a friend’s message. Screenshot below. Can you help? https://t.co/LLZxw7CoPV,keyboard_input,0.8109563589096069,0.8056973814964294,0.7996813654899597,@AppleSupport @115858 could you please fix whatever is causing this I️ to show up every time I️ type the letter “i”?? It’s so annoying https://t.co/ftWCkq9VB9,@525911 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1743620
46,Aftr t new app update @4305 doesn't show notifications until I open the https://t.co/srWvNzKJrn @AppleSupport,apps_services,0.7532366514205933,0.7448808550834656,0.7292630076408386,@AppleSupport I'm not receiving notifications from any app 😩😩😩,"@169779 We'll be glad to help you get to the bottom of this issue. To get started, can you tell us which device and software are you using?",225135
47,@AppleSupport I bought an Apple Watch just over a wk ago &amp; already the screen is very badly scratched.I really dont think it’s fit for purpose. #nothappy,hardware_accessories,0.6260905265808105,0.5907049775123596,0.5766736268997192,@AppleSupport don’t think this is supposed to happen with the Apple Watch? https://t.co/cWSwYoyxwq,@506802 Thank you for reaching out! We'd like to help with this. Could you join us in DM and let us know which country you're located in? https://t.co/GDrqU22YpT,2562374
48,@AppleSupport And i don't know why it did not charge it's the first time it does that..,battery_power,0.7796544432640076,0.7536097168922424,0.7423308491706848,"@AppleSupport Charging is quickly reduced ...
Why is it?

I urge you to respond as soon as possible.",@371646 Thanks so much. We'll be happy to help with your iPhone and the issues you're experiencing. DM us and we'll work together. https://t.co/GDrqU22YpT,1065844
49,"@AppleSupport your iOS 11 update is absolutely dreadful, makes everything slower and causes some apps to freeze, it feels like a Nokia 3310.",ios_update_issues,0.8712497353553772,0.8561925888061523,0.8448411822319031,"WTF @AppleSupport Stupid iOS 11 update(s) are a problem. Freezing, sound issues, and low battery life!",@195386 Let's look into this together. Could you DM us which iPhone and iOS version you're currently using? https://t.co/GDrqU22YpT,333287
50,I took such a nice snap and then my phone froze. @115858 I hate your new iOS. Fix. It.,device_performance,0.7185516357421875,0.7032988667488098,0.6933058500289917,@115858 great job on the new iOS update now my phone is slow and freezes all the time just what I wanted 👍,@489850 We want to help. Can you tell us which steps you've tried so far? This way we won't have you do any steps over again.,1593930
51,@AppleSupport how y’all gonna release an update that doesn’t have a fix for that stupid question mark thing?? FIX IT,keyboard_input,0.7698869109153748,0.7661951184272766,0.7534552812576294,I’m tired of these damn question marks after the letter “I️” @AppleSupport horrible update bug .,@506065 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1658675
52,"@AppleSupport HELP!! using v11.03, deleted unused apps, I’ve deleted pics from phone but bloody phone keeps freezing &amp; turning itself off 😡",device_performance,0.7673763632774353,0.7356560230255127,0.7213565111160278,@AppleSupport i go on every app and it freezes and I have to force my phone to turn off,@623057 Thanks for clarifying this for us. Let us know if this helps: https://t.co/fUZ0NRJxcn,2112886
53,On god my apps have never crashed this much in a short span of time...@115858 y’all need to fix iOS 11 smh,ios_update_issues,0.852179765701294,0.8374630808830261,0.8245908617973328,@115858 bruv when you gonna fix this IOS 11.0.2 software. Everybody is crashing all apps crash it’s bloody nightmare.,@213511 Let's have a look at this. Which device are you using?,412739
54,@AppleSupport I need help trying to get my account back on my iPod 4,apple_id_account,0.7049726247787476,0.6675307750701904,0.6545454859733582,@AppleSupport Ipod,"@667006 Thanks. If you delete them on the device and sync with iTunes again, it will bring over the library selections made in iTunes. You can choose which items sync with the steps outlined here: https://t.co/biks8MpbiM

DM us if the article doesn't resolve your concerns. https://t.co/GDrqU22YpT",2297662
55,"@AppleSupport, @104532 has asked me to contact you regarding a refund which you’re refusing to honour. Please can you help?",purchases_orders_refunds,0.7243421077728271,0.6825639605522156,0.668420672416687,@AppleSupport I've tried all this and still nothing? Is there any way of getting the money back instead?,@393959 We want to look further into this via DM. Meet us there! https://t.co/GDrqU22YpT,1164645
56,"@AppleSupport Restarting didn't help, but connecting to iTunes did. Now on iOS 11.1.1 Thanks.",ios_update_issues,0.8382643461227417,0.8245218396186829,0.8093946576118469,@AppleSupport I just installed the iOS 11.1 update. Problem has been fixed. Thanks.,"@680801 Fantastic! If you have any other questions or concerns, we're here every day from 5am-8pm Pacific.",2356631
57,stop automatically putting my wifi &amp; bluetooth on @115858,connectivity,0.732772707939148,0.7069197297096252,0.6886310577392578,@115858 bluetooth &amp; wifi turn on automatically ???? WHY off = off ok ?,"@667931 We want to help. How are you turning Wi-Fi and Bluetooth off? If you're using Control Center, that only disconnects Wi-Fi and Bluetooth. You'll want to turn them off in the Settings and you can read more on this here: https://t.co/vzVz37YMv0",2301484
58,@AppleSupport iPhone 7 Plus battery draining and iPhone 6 Constantly freezing and switching off since I updated to iOS  11.0.2 #apple #iOS11,ios_update_issues,0.8492745757102966,0.8281437754631042,0.8118886947631836,"@AppleSupport I have a iPhone 7 on iOS 11.0.2, it's constantly freezing and battery life is draining really fast!","@610839 We'd be happy to look this over with you. Please meet us in DM so we may gather information, and better assist. https://t.co/GDrqU22YpT",2065587
59,@AppleSupport CAN tou fix slow keyboard since thé last udapte it s horrible,keyboard_input,0.674780011177063,0.6684187054634094,0.6529644131660461,@AppleSupport Still lag with The keyboard in my 6S after 11.1.1,@669322 Thank you. Since updating have you powered off the device and powered it back on?,2307243
60,When you gonna fix this question mark box bull shit? @115858 @AppleSupport,keyboard_input,0.7451828718185425,0.7325975298881531,0.7239800691604614,Wtf @115858 fix your shit i am sick of seeing that stupid question mark box,@626787 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,2129217
61,@AppleSupport When will we get the TV app in the UK?,apps_services,0.82051682472229,0.6662347316741943,0.6257035732269287,"@AppleSupport at the last keynote they said the tv app was coming to the uk but there’s been no news since, any idea if that’s still happening?",@162157 We appreciate your interest and encourage you to stay up to date on Apple news here: https://t.co/gbIPLOsnZd,595786
62,@AppleSupport when can we expect a solution to faster battery drains with ios11 and its successors..?Seems Apple is helpless in this regard!,battery_power,0.8327251672744751,0.818678081035614,0.8126236796379089,@applesupport is the battery draining fast on iOS 11 already fix on latest update iOS11.02?,@282812 Please update and test for a while. https://t.co/ahjigcvFRG Then DM us and give us an update. https://t.co/GDrqU22YpT,682190
63,@AppleSupport I can’t sync up with anything,apps_services,0.9053507447242737,0.8271400332450867,0.8037225604057312,@AppleSupport Went sync,"@530253 We'd like to better understand what you're trying to accomplish, DM us and we'll continue there. https://t.co/GDrqU22YpT",1762278
64,IOS 11 has ruined my battery life 💔I hope @AppleSupport fixes this with the next update,battery_power,0.8967573046684265,0.8842015266418457,0.8763660192489624,@AppleSupport any fixes for the degraded battery life stemming from the iOS 11 software updates?,@203575 We'd be glad to look into this further with you. Meet us in DM so that we can gather more information. https://t.co/GDrqU22YpT,369650
65,Wow I really just love when my battery is almost full but then I use @917 a few times &amp; it makes my phone crash and restart and wipe my battery down to 10% it just makes my day thanks @115858 I love iPhones 😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊,battery_power,0.7306158542633057,0.7038617134094238,0.6893714070320129,@115858 I’ve recently upgraded to iPhone 7 and the battery life on your phones are shocking!,@753145 Thanks for reaching out. DM the specific iOS version you are currently using to get started. https://t.co/GDrqU22YpT,2675724
66,"iOS 11.0.3 has killed WiFi, even more unstable and more restarts than the last update 🙄 sort it out @AppleSupport last few have been a joke",ios_update_issues,0.7801783084869385,0.7755231261253357,0.7661923170089722,Hey @AppleSupport is there any word on an update in the works to fix the constant crashing of IOS 11.3 THIS IS BRUTAL! #pleasehelp,"@568532 We'd like to help. To start, please DM us more info on what you see on the screen of your device when this happens. https://t.co/GDrqU22YpT",1908416
67,Yo apple is doing the whole “I️” so we get ignorant and stop typing in complete sentences.. you’re not fooling anyone @115858,keyboard_input,0.669786810874939,0.6482667922973633,0.6323676109313965,"Oh and Apple.... WHY DOES MY I’s KEEP CORRECTING TO I️ ????
@AppleSupport",@502075 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1642564
68,"@AppleSupport Mail app on the phone where you can add various emails. I’m with att, sbcglobal and https://t.co/cN8EKPoDfo extensions. I’ve had these for years on various iPhones. Noticed the delays the last several several months (6 maybe) on WiFi or not.",apps_services,0.639773428440094,0.6322594285011292,0.6213415265083313,"@AppleSupport On wifi, but all my other apps work as they usually do! It’s just iMessage that’s slow","@519820 Do these messages contain photos, videos or other attachments?",1716598
69,"@AppleSupport Hi, what’s this at my credit card extra? Why am I charged? Could you please help me? https://t.co/yiE0hUoTgG",purchases_orders_refunds,0.6800374984741211,0.642231285572052,0.621130108833313,Da fuq is all these extra charges from @115858 on my account @AppleSupport,@569866 We understand how concerning this can be and we'd be happy to point you in the right direction. Please visit us here: https://t.co/SDIe7UiyJN,1913125
70,HOW COME MY GIFS ARENT WORKING WHEN IM ON DATA @AppleSupport,connectivity,0.7532093524932861,0.6273302435874939,0.5893574953079224,@AppleSupport GIFs are consistent but Preview can’t export to GIF.,@167307 Thanks for reaching out. Let's get you in touch with our Photos experts for a look. Reach them here: https://t.co/IBIY3vMgPj,215765
71,Please @AppleSupport @115858 fix the battery issues in the iPhone 6S with iOS 11 pleaseee 😭😭😭😭😭,battery_power,0.8301187753677368,0.7981392741203308,0.7864869832992554,@AppleSupport iOS 11.1.1 is killing my iPhone 6s battery. We need a fix as soon as possible!,@716715 We want to work on this with you. Meet us in DM and we'll pick up from there. https://t.co/GDrqU22YpT,2515953
72,"@614107 @115858 Literally! My phone keeps freezing and I have to keep hard resetting it, proper annoying",device_performance,0.8016684651374817,0.7674621939659119,0.757902979850769,Wow @115858.. Thanks for just updating my phone causing my phone to freeze constantly...,@550089 We're happy to look into this with you. Let us know which iPhone you're using the version of iOS installed via DM. https://t.co/GDrqU22YpT,1833832
73,"@115858 what is the procedure for degrade ios from 11 to 10..??

As your ios 11 is pathetically stupid &amp; bugicious😂",ios_update_issues,0.7836627960205078,0.7807890772819519,0.7671699523925781,Since the iOS 11 download my iPhone has become close to USELESS!! @115858 needs to fix this crap ASAP,@546134 We'd like to help fix any issues you're having with your iPhone. What exactly is going on? DM us and let us know. https://t.co/GDrqU22YpT,1818163
74,"@118936 @115858 @AppleSupport @2310 battery draining like hell on ios 11 i phone 6s 
Plz check this. 🙏",battery_power,0.8194268941879272,0.8174850940704346,0.8157881498336792,@AppleSupport why is ios 11 so battery drainig,"@341535 Hey, we can work together to make sure the battery life is as expected. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT",2054390
