customer_tweet_id,response_tweet_id,created_at_customer,created_at_response,customer_text,response_text
2553981,2553983,2017-11-18 01:35:48+00:00,2017-11-18 02:18:24+00:00,@AppleSupport Battery lasts only for 3 hours after full charge. This is happening post upgrade of iOS,@725334 Let's meet up in DM. Please tell us which version of iOS you have installed on your iPhone there. https://t.co/GDrqU22YpT
2943377,2943376,2017-11-29 07:22:29+00:00,2017-11-29 14:20:00+00:00,Morning @AppleSupport what does this continuous pop-up mean please? I’m on the latest IOS. Thanks - Tommie. https://t.co/XQ8ng0wEA9,"@127669 Good morning to you as well, and thank you. It looks like an ad pop-up, certainly not Apple affiliated. Check out this article to get rid of it, and prevent these in the future: https://t.co/qr0pQfKgYD"
1543315,1543317,2017-11-04 07:49:41+00:00,2017-11-04 15:52:52+00:00,@AppleSupport dude 6s IOS11,"@478109 Thanks for letting us know. Check out this article, it should do the trick: https://t.co/xU1AGHStV6"
87069,87068,2017-11-30 08:46:32+00:00,2017-11-30 14:29:00+00:00,"@AppleSupport Yes, everything seems fine, it’s just Health and activity.","@135060 Let’s move to DM and look into this a bit more. When reaching out in DM, let us know when this first started happening please. For example, did it start after an update or after installing a certain app? https://t.co/GDrqU22YpT"
2321163,2321162,2017-11-26 16:21:32+00:00,2017-11-26 16:38:26+00:00,@AppleSupport why is my IPhone now all of the sudden autocorrecting the word “it” to I.T ?!? It’s so frustrating!,@672655 Would you mind please joining us in DM? We'd like to start there please: https://t.co/GDrqU22YpT
105416,105415,2017-11-30 17:57:54+00:00,2017-11-30 18:24:38+00:00,@AppleSupport,@139285 We'd like to help! Tell us more please about what you're experiencing. Are you getting any error messages?
2207632,2207631,2017-11-10 01:23:01+00:00,2017-11-10 02:19:30+00:00,Omg @115858 fix this iiiii shit!,"@645434 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to the latest version iOS 11.1.1. For more info, check out: https://t.co/xXaXeeSRt9"
1048031,1048030,2017-10-14 19:06:06+00:00,2017-10-14 19:25:00+00:00,@115858 when I do screenshots and go back to my album it’s all white? Whats wrong with my phone?,@367707 Let's help figure out why. Does this happen with multiple screenshots you take? Have you tried rebooting to see if that helps?
1795222,1795221,2017-10-12 06:44:26+00:00,2017-10-12 13:22:33+00:00,This thing is the bane of my life. @115858 when will you make things that don't break after a couple of months? This is the second one starts to pause and skip songs. 🙄 https://t.co/eJDJuuI7fo,@307350 Let's get this resolved. Have you tried it with any other headphones? Reply in DM and we'll get it resolved. https://t.co/GDrqU22YpT
2695103,2695100,2017-11-19 17:16:46+00:00,2017-11-19 18:00:38+00:00,@AppleSupport how do I get an audiobook not purchased on iTunes into my iTunes library?!,"@621753 Excellent question. Currently, Audible is the provider for audiobook content being seen in iTunes. For any specifics about how to manage that, be sure to reach out to Audible directly."
1083011,1083010,2017-10-23 17:03:37+00:00,2017-10-23 17:36:31+00:00,"@AppleSupport Retail store in Lisbon, when?",@375464 We appreciate your interest and encourage you to stay up to date on Apple news here: https://t.co/gbIPLOsnZd
2302321,2302320,2017-11-12 15:40:48+00:00,2017-11-12 18:40:00+00:00,"@AppleSupport Hi Apple Support, I've sent you a DM with a question, just giving you a heads up in case you miss it :) (usually I tweet first and then you say DM, this is why I'm tweeting now)","@668126 Thanks for letting us know. We've received your DM, please expect a response there shortly."
1541072,1541071,2017-11-03 18:29:47+00:00,2017-11-03 22:41:36+00:00,Bro Wtf Is Up With Apple And This Stupid Ass Question Mark Box Shit @AppleSupport,@477598 We're here to help. Please tell us which version of iOS you have installed on your device in DM. https://t.co/GDrqU22YpT
553665,553663,2017-12-02 16:10:12+00:00,2017-12-02 19:56:00+00:00,hey @AppleSupport why does this keep popping up on my iphone X when i’m not trying to buy anything? https://t.co/xWRrjM9jX1,@249147 Let's see if we can figure it out together. Have you recently tried to purchase something on your iPhone X that didn't go through?
2557320,2557319,2017-11-16 14:46:03+00:00,2017-11-16 16:29:32+00:00,"@AppleSupport hey, on iOS 11.1.1 Music app won’t work, constant black screen and settings app freezes when selecting „Music”","@271748 Let's figure out why this is happening together. How long have you been experiencing this? Since it started, have you force quit the Music app and restarted the device? Does it resolve the issue?"
874799,874802,2017-10-13 17:28:41+00:00,2017-10-13 17:48:32+00:00,@AppleSupport Version,@327691 Got it. Did you notice this issue happening after updating to iOS 11.0.3 or before? Let us know in DM and we'll go from there. https://t.co/GDrqU22YpT
2303158,2303157,2017-11-12 16:23:16+00:00,2017-11-12 19:03:46+00:00,@AppleSupport is there a way to add a selected song to an Apple Music saved playlist?,@668308 We'd like to help. Check out this link for more information: https://t.co/6WkeKmZhv6 https://t.co/GDrqU22YpT
2149915,2149914,2017-11-09 00:51:49+00:00,2017-11-09 00:58:31+00:00,Why the fuck does my phone keep replacing I️ with that dumb shit whatever it is @AppleSupport,@631854 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2304289,2304288,2017-10-19 20:43:35+00:00,2017-10-19 21:09:32+00:00,"iPhone 6s+ is sluggish, some basic functions are just not working on 11.03 @115858 each update is worse! Ugh!",@668596 We'd be happy to check into your iPhone issues. What functions aren't working? Is it sluggish in certain apps or services?
2580531,2580532,2017-11-16 23:48:19+00:00,2017-11-17 00:31:31+00:00,@AppleSupport Looking at website and site gone / black screen,@196932 Is this happening only in the web browser? Which web browser are we working with? Please DM us and we'll continue working together there. https://t.co/GDrqU22YpT
1743578,1743577,2017-11-07 05:41:04+00:00,2017-11-07 14:37:29+00:00,@AppleSupport fix my I️ button 😒🤦🏾‍♂️,@525896 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1655004,1655003,2017-11-06 01:27:04+00:00,2017-11-06 03:09:25+00:00,Thanks @115858 for using crap glass in your new iPhone ☓!! Back glass cracked in my back pocket after the first day! In my POCKET!! CHEAP!!,@427180 We want to help. DM us which country you're in and we'll look into this with you there. https://t.co/GDrqU22YpT
1460594,1460593,2017-11-02 18:50:40+00:00,2017-11-02 21:27:01+00:00,@459003 Did or didn’t? Mines updated so I️ don’t understand what the problem is!! @115858 @AppleSupport,@459002 Let's help. Please DM us the version of iOS you're using and we can go from there. https://t.co/GDrqU22YpT
993342,993341,2017-10-22 13:53:06+00:00,2017-10-22 15:52:41+00:00,Had my phone on for 2 minutes and it went from 78% to 64% fix this shit @115858,@355314 We're here to help. Which device and iOS is this happening with? DM us and let us know. https://t.co/GDrqU22YpT
1941022,1941021,2017-10-29 21:36:25+00:00,2017-10-29 21:47:54+00:00,"@AppleSupport Just says “An error occurred during activation. Try again”
Apple ID and Password are correct as i have been trying this all day.",@577241 Thank you for those details. Let's try the steps in this article to see if they fix the problem: https://t.co/jhvYu3nzpA
2923655,2923653,2017-11-29 02:04:55+00:00,2017-11-29 02:26:00+00:00,"@AppleSupport I’m not getting notifications, have restarted and updated my phone","@671036 We'll be happy to help with that. To start, can you tell us if this is happening only with notifications sent from one specific application or from them all? Also, is Do Not Disturb enabled on your iPhone? https://t.co/8HnF4Ksats"
1924896,1924894,2017-11-16 10:38:55+00:00,2017-11-16 15:13:34+00:00,@115858 Greedy Geniuses your update rendered my 1000 USD Iphone 6 plus a self-heating paper weight that drags itself painfuly in agony. I’ll much likely put it out of its missery soon. Won’t buy from you again. This is your race to the bottom against @11999,"@572942 We'd like to help. Let's take this to DM, and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT"
2757488,2757487,2017-11-21 03:04:40+00:00,2017-11-21 03:15:00+00:00,"@AppleSupport since upgrading to iOS 11, my iPhone no longer makes a sound or displays a notification on my locked screen when I receive a text message (or some other app notifications) while wearing my Apple Watch. Is this a bug or a hidden “feature”?","@771697 Thank you for reaching out to us! We know how important it is to have your notifications working as expected, and we’ll do everything we can to help you out with this. Which version of iOS 11 have you updated to?"
2926526,2926525,2017-11-29 03:39:26+00:00,2017-11-29 03:46:00+00:00,"@AppleSupport downgraded from a 7+ to 7, did iCloud backup, but my games are wanting to start completely over after doing setup iPhone from iCloud backup?","@334551 We're here to help. Having to start all over in a game is not a fun feeling but not to worry, DM us so we can look into this with you. https://t.co/GDrqU22YpT"
2867270,2867272,2017-11-28 01:05:43+00:00,2017-11-28 01:20:00+00:00,@AppleSupport It took me back to the home page. I just tried replicating the issue and this time had the ‘hide’ and red ‘hang up’ icon. So the issue appears to be intermittent,@796318 Did you press the side button during your call? Is this the first time you noticed this behavior? Let us know in a DM. https://t.co/GDrqU22YpT
1520467,1520465,2017-11-03 11:18:17+00:00,2017-11-03 17:13:27+00:00,@AppleSupport why is Apple Music saying I’m listening on more than 1 device when I’m not!,@339509 We'd like to help. What device are you using Apple Music with?
1674712,1674711,2017-11-06 05:00:21+00:00,2017-11-06 14:11:00+00:00,My phone dies while its charging...bye @115858 im getting a galaxy,@509548 We'd like to look into this with you. Reach out via DM using the link below. https://t.co/GDrqU22YpT
1412653,1412655,2017-10-16 18:55:27+00:00,2017-10-16 19:06:12+00:00,@AppleSupport Yea I just updated to the latest iOS,@448280 Do the issues occur on cellular and Wi-Fi networks? Have you tried any steps on your own? This helps us to not repeat them.
1528754,1528753,2017-11-03 17:10:49+00:00,2017-11-03 19:50:31+00:00,I️ &lt; this shit has been happening all day @AppleSupport explain yourself,@474626 We'd like to help you out. DM us with some more details and we can get started. https://t.co/GDrqU22YpT
1785913,1785912,2017-10-11 13:25:09+00:00,2017-10-11 15:07:00+00:00,Yo this battery is non existent @115858. Really disappointed in this update. I can only use phone for emergency calls now or it dies...thanks,"@166452 That's not the experience we want you to have. DM us using the link below, giving us details on what's been happening. https://t.co/GDrqU22YpT"
2445275,2445273,2017-11-15 00:42:54+00:00,2017-11-15 00:50:35+00:00,@AppleSupport please fix the glitch! It’s starting to get annoying!,@701070 We are here for you. What specific issue are you experiencing?
1425128,1425131,2017-10-16 18:13:06+00:00,2017-10-16 18:17:06+00:00,"@AppleSupport Only in the App Store, regardless of being connected to WiFi or using my data.",@409530  Have you tried restarting your device and checking again?  Here’s how:  https://t.co/OWRDHWSt4h
2872565,2872564,2017-11-28 03:30:36+00:00,2017-11-28 03:41:29+00:00,@AppleSupport my password is not working! Just now!,@797554 We would be glad to help. Are you having issues with your Apple ID password? Let us know in DM. https://t.co/GDrqU22YpT
2986065,2986063,2017-10-31 21:44:59+00:00,2017-10-31 21:50:00+00:00,@AppleSupport Just a little question: Will it hurt my MacBook Pro when I place it on a -18°C cooling block to... cool it down?,"@691757 This article has the best information about Mac operating temperatures:
https://t.co/FGS84iattp"
1606779,1606781,2017-11-05 02:41:33+00:00,2017-11-05 14:01:26+00:00,@AppleSupport Right beside the message it says hide alerts. Is there no do not disturb anymore?,@493576 Let's follow this article for turning notifications on and off: https://t.co/2txgOv5s2M
759845,759847,2017-10-11 19:54:21+00:00,2017-10-11 20:19:30+00:00,"@AppleSupport the latest one, downloaded last night","@301553 Thanks for that information. Please meet us in DM so we may gather more information, and better assist. https://t.co/GDrqU22YpT"
595786,595784,2017-12-03 18:20:22+00:00,2017-12-03 19:04:51+00:00,"@AppleSupport at the last keynote they said the tv app was coming to the uk but there’s been no news since, any idea if that’s still happening?",@162157 We appreciate your interest and encourage you to stay up to date on Apple news here: https://t.co/gbIPLOsnZd
1394031,1394030,2017-10-28 09:03:53+00:00,2017-10-28 13:57:00+00:00,@AppleSupport Can I use an old iPod charger to charge iPad 3? #apple #query #CustomerService,"@444198 Yes, you can charge your iPad with an iPod charger. However, it won't charge as fast due to wattage: https://t.co/w7T6ugRbaM"
1137986,1137985,2017-10-15 15:14:00+00:00,2017-10-15 15:40:00+00:00,I updated my phone now it’s stuck at on searching @AppleSupport y’all are some bums,@388038 We want you to have a good experience when updating your iPhone. Let's start with these steps here: https://t.co/5KootZbxj1
2593048,2593047,2017-11-26 20:47:50+00:00,2017-11-26 20:52:55+00:00,"@AppleSupport I’ve got 11.1.2 on my 7 Plus! Every app freezes then goes back to the homes screen. Then at times, it’s totally unresponsive","@734348 Hey there! Thank you for letting us know! We understand how important it is to have a reliable iPhone to stay in contact with your friends and family, so we would like to look into this further with you. Could you DM us and we can continue from there? https://t.co/GDrqU22YpT"
1202868,1202869,2017-10-25 15:06:50+00:00,2017-10-25 15:44:03+00:00,"@AppleSupport Yes, im in 11.0.3. And i have the 6s one. Ty",@402592 Great! Go ahead and check out this link on how to maximize your battery life &amp; let us know if it persists: https://t.co/bivpdfBNJ6
1660392,1660391,2017-11-06 03:29:33+00:00,2017-11-06 05:54:26+00:00,I️ I️ I️ I️ I️ I️ @115858 did this shit!!!!!!!,@506503 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
427848,427851,2017-10-10 13:37:05+00:00,2017-10-10 15:33:00+00:00,@AppleSupport this is done when the phone is idle.,"@216746 OK, thank you. Let's take a closer look together. DM us and we'll continue there. https://t.co/GDrqU22YpT"
821230,821229,2017-10-12 15:49:27+00:00,2017-10-12 16:28:25+00:00,@AppleSupport constant problem since iOS 11. Still not fixed in 11.0.3 https://t.co/5PJWSpeo4v,@315608 We'd like to help look into this together. Please reach out to us in DM &amp; tell us more about what's going on. https://t.co/GDrqU22YpT
1703985,1703984,2017-11-06 20:42:10+00:00,2017-11-06 22:09:00+00:00,These damn question mark boxes are pissing me off. Fix it faster @115858,@516520 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
889112,889109,2017-11-25 15:53:56+00:00,2017-11-25 16:00:32+00:00,@AppleSupport Why do things on my phone just stop working? cellular &amp; volume? iPhone 6 in perfect condition but funny its after the update 😒,@331084 We want your iPhone to be ready to work when you are. Could you let us know some more details on what you're seeing with these issues after the update?
2687728,2687730,2017-10-31 18:06:05+00:00,2017-10-31 18:16:00+00:00,@AppleSupport ipad pro &amp; the keyboard bought with it is the device. Yes it is connected (I mean I get its Halloween),"@755731 Take a look at the section titled, “Get help” in this article: https://t.co/eqRjET05nq Let us know the results."
2095703,2095702,2017-10-10 13:07:50+00:00,2017-10-10 15:17:01+00:00,Glad I'm not alone with my phone fucking up since updating it. No alarms and constantly crashing😡 @AppleSupport,@619138 We want to help! Which iPhone model and exact iOS 11 version are you using? Check for us in Settings &gt; General &gt; About. https://t.co/GDrqU22YpT
1349237,1349236,2017-10-27 14:35:52+00:00,2017-10-27 17:32:34+00:00,@AppleSupport Yosemite: any way 2 quickly mark notif reminders as complete—WHILE they are notifications—w/o having to go into Reminders app? https://t.co/uW4g6Khf2i,@434636 You would need to open the app to mark as completed. You can provide feedback here: https://t.co/eTPVYVFyd8
181433,181432,2017-11-25 01:38:34+00:00,2017-11-25 01:42:51+00:00,.@115858 @AppleSupport would anyone care to get in touch to sort out the mess called High Sierra after it crashed my Mac? I logged a call for support a week ago and again two days ago and no one bothered to contact me #worstcustomercareever,@158623 Let's take a closer look at what's happening together. Please DM us more details here: https://t.co/GDrqU22YpT
1921785,1921784,2017-10-27 02:09:04+00:00,2017-10-27 02:21:00+00:00,Updated my iPhone by accident and now I can’t control my music when my phones locked @AppleSupport what is this,@572101 We'd love to help with your Control Center! Have you already tried restarting your iPhone? DM us to let us know. https://t.co/GDrqU22YpT
2038072,2038071,2017-11-07 02:50:39+00:00,2017-11-07 04:43:24+00:00,"This is the buggiest my iPhone has ever been. Ever. No bueno, @115858 .","@602620 DM us some details on the issues you’re noticing with your iPhone, and we’ll do all we can to assist you. https://t.co/GDrqU22YpT"
1919561,1919560,2017-10-26 11:22:23+00:00,2017-10-26 14:20:00+00:00,My iPhone 6 keeps on dying! Is my battery dead or is my charger faulty??? @AppleSupport @115858,@571490 That's not the experience we like to here with your iPhone. Send us a DM by clicking on the link below. We'll go from there. https://t.co/GDrqU22YpT
2583146,2583144,2017-11-16 22:31:32+00:00,2017-11-16 23:31:00+00:00,"@AppleSupport in Apple Mail in Macbook when we ‘reply all’, it also adds our address (sender’s) in the receipant list. As a result, we get a copy of our own mail. Extremely irritating. Please do something about it.","@484278 We can help with this. Meet us in DM with your OS version to get started on this, please. https://t.co/GDrqU22YpT"
1484774,1484773,2017-11-03 02:38:37+00:00,2017-11-03 03:36:00+00:00,@AppleSupport Is there a way that this can be fixed without me having to permanently delete those memorable memories. Thanks! 😭😰💔,"@464803 Thanks for reaching out. Contact our Photos team: https://t.co/IBIY3vMgPj
They'd be happy to help."
2906734,2906733,2017-11-28 20:05:43+00:00,2017-11-28 20:12:34+00:00,@AppleSupport have not had such a bad experience before with customer service. Please dm me for my number to call me thanks,@804886 We'd like to hear about your experience. Send us a DM with a few details. https://t.co/GDrqU22YpT
1712949,1712948,2017-11-07 01:49:17+00:00,2017-11-07 02:44:00+00:00,"You guys remember that time @115858 forgot about the letter “I” in their update and everyone just saw a “?” Instead. Yea, good times.",@518826 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1197542,1197541,2017-10-25 03:16:36+00:00,2017-10-25 03:23:50+00:00,@AppleSupport  my MacBook is showing a restricted symbol upon start up. What can I do to troubleshoot?,@401374 We're happy to help. DM us at the link below for further assistance. https://t.co/GDrqU22YpT
889124,889123,2017-11-25 14:03:25+00:00,2017-11-25 15:26:00+00:00,@AppleSupport Already tried those...nothing worked,@331088 Do you receive any error message when you force quit or does it allow you to select the app successfully and then click the button to do so?
1813735,1813734,2017-10-15 09:29:22+00:00,2017-10-15 14:10:29+00:00,@115858 my iPhone 6S still can’t react to my earphones after the iOS11 update. Please keep your updates if they’re not going to fix it,@544882 Thanks for reaching out. What happens when you try to use headphones? DM us more info and we'll go from there. https://t.co/GDrqU22YpT
2549523,2549522,2017-10-30 13:54:33+00:00,2017-10-30 14:29:01+00:00,@AppleSupport why is my microphone not working on some apps? I’ve just got a new iPhone 😠,@724384 We're happy to help! Which apps are you experiencing an issue with your microphone? Are the apps up to date?
2734385,2734384,2017-11-20 19:41:40+00:00,2017-11-20 19:50:35+00:00,@115858 Another update needed to save battery life on everyone’s iPhones please?,@766377 We'd be happy to look into your battery with you. DM us the device and iOS version we're working with and we'll get started. https://t.co/GDrqU22YpT
1915646,1915645,2017-10-26 00:55:10+00:00,2017-10-26 01:01:56+00:00,@AppleSupport I broke my iPhone 7+ camera lens! How much will it me to fix it?!,@570598 Let's look into your options so you can take great pics again. Please send us a DM with the current country you're in. https://t.co/GDrqU22YpT
693987,693986,2017-11-23 09:26:51+00:00,2017-11-23 14:59:24+00:00,A Apple vai consertar quando esse bluetooth que liga sozinho ? Alô @115858,"@285477 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt"
2144101,2144100,2017-11-08 23:08:23+00:00,2017-11-08 23:36:00+00:00,@AppleSupport when do you think ios will have a function to delete cache apps? It is very useful to save memory in devices with low memory capacity,"@630391 To optimize storage, the iOS automatically clears the cache on your device. Learn more here: https://t.co/0yFHFRYSnX"
1053709,1053708,2017-10-23 13:10:09+00:00,2017-10-23 14:47:54+00:00,Unplugged my phone at 9am and it is at 89% at 9:09am....WTF @115858 @AppleSupport #IOS11sucks,@368976 We can help with battery life. Could you Direct Message us and let us know what device you're using? https://t.co/GDrqU22YpT
345311,345308,2017-10-08 00:32:29+00:00,2017-10-08 02:31:55+00:00,@AppleSupport iOS 11 is killing my battery. Drains much quicker. Is something being done to fix this??,@198164 We know battery life is important. We recommend checking out this link: https://t.co/bivpdfBNJ6
1508755,1508757,2017-11-05 03:13:09+00:00,2017-11-05 14:31:00+00:00,@AppleSupport Didn’t work. Hope you guys can figure out what the issue is. I pay to listen to music and can’t even listen to it. #bs,@470200 Thanks for checking that. What specifically happens when you attempt to play your Apple Music content?
1637113,1637112,2017-11-05 19:52:08+00:00,2017-11-05 21:52:26+00:00,Hey @115858 I️ really like the new update with emojis but I️ could do without seeing I️ whenever I️ type I️,@500704 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
90707,90708,2017-11-30 19:19:38+00:00,2017-11-30 19:32:38+00:00,@AppleSupport It’s still the same with other networks,@135639 And you aren't getting a specific error message? DM us and we'll do all we can to get you going. https://t.co/GDrqU22YpT
1020315,1020316,2017-10-23 20:39:10+00:00,2017-10-23 20:48:33+00:00,@AppleSupport iPhone 7,"@361434 Got it. Do you notice this in different apps, or just one? Let us know in DM. We'll meet you there. https://t.co/GDrqU2kzhr"
32400,32402,2017-11-01 15:48:44+00:00,2017-11-01 16:13:41+00:00,@AppleSupport Yes. I read and did that. I get a message that says I cannot change my Apple ID to an email ending in @798. Which is contrary to the document,@123181 We'd like to take a closer look at this with you. Send us a DM and we'll meet up with you there. https://t.co/GDrqU22YpT
1859524,1859522,2017-10-19 15:09:36+00:00,2017-10-19 15:50:15+00:00,"Hey, @AppleSupport, why does my lock screen clock only show intermittently since my iOS 11 update? https://t.co/uMK7T9IMx2","@555952 Join us in Direct Message at the link below. We'd like to help. Let us know which iOS 11 version you're running, there. https://t.co/GDrqU22YpT"
1456486,1456484,2017-11-02 17:51:31+00:00,2017-11-02 20:01:42+00:00,@AppleSupport how do you remove this new update? It’s 💩.  I want to text one person not a group!,"@458049 While we don't support downgrades of any devices, we're happy to help any way we can. What's the issue with the Messages app?"
1848390,1848389,2017-10-19 21:00:18+00:00,2017-10-19 21:44:02+00:00,@AppleSupport I did that but there’s still no sound only when I’m playing my music,"@401359  Are you currently able to record yourself speaking during a screen recording? Let us know via DM, we'll go from there. https://t.co/GDrqU22YpT"
