customer_tweet_id,customer_text,intent_label,trivial_prediction,simple_prediction,trivial_correct,simple_correct,trivial_reply,simple_reply,trivial_escalate,simple_escalate
1151854,@AppleSupport which drops the battery time even if the iphone is in standby. please check and fix,battery_power,ios_update_issues,apps_services,False,False,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble with an Apple service. Could you tell us which app or service is affected and what happens?,False,False
2814797,@115858 your products are junk. My headphones broke within 3 months of purchase with my iPhone 7. I've barely even used it and I'm in a temperate climate. What excuse do you have for such a short lived trash product for that price?!,hardware_accessories,ios_update_issues,purchases_orders_refunds,False,False,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry about the purchase issue. Please let us know what was purchased and where the purchase was made so we can look into it.,False,True
2578723,"Every time I try to type “it”, my phone autocorrects to “I.T” WTF @115858 @AppleSupport. These updates have been pure trash!",keyboard_input,ios_update_issues,keyboard_input,False,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble with typing. Could you tell us your iPhone model and iOS version and describe what characters appear?,False,False
2283391,@AppleSupport 3D touch in screen #ios11 isn’t work why?,hardware_accessories,ios_update_issues,ios_update_issues,False,False,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble after an iOS update. Could you share your iPhone model and iOS version?,False,False
1974749,Why does my I️ key keep coming out like the question mark symbol? @AppleSupport,keyboard_input,ios_update_issues,keyboard_input,False,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble with typing. Could you tell us your iPhone model and iOS version and describe what characters appear?,False,False
2453292,@AppleSupport I have a IPHONE 7 plus since new download of IOS11 all my voice mail no longer transcribe. I want it back!! What do I do?????,apps_services,ios_update_issues,ios_update_issues,False,False,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble after an iOS update. Could you share your iPhone model and iOS version?,False,False
1020880,"@AppleSupport I pre-purchased a book in iBooks that should be available now, but iBooks only shows it as bought - can‘t download. Now what?",purchases_orders_refunds,ios_update_issues,purchases_orders_refunds,False,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry about the purchase issue. Please let us know what was purchased and where the purchase was made so we can look into it.,False,True
2014699,@AppleSupport I downloaded the new iOS and my battery life has become non existent. Pls send help,battery_power,ios_update_issues,battery_power,False,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry to hear about the battery issue. Could you share your iPhone model and iOS version?,False,False
2116232,@AppleSupport my itunes gift card money mysteriously disappeared  from my itunes account?,purchases_orders_refunds,ios_update_issues,apple_id_account,False,False,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble with your Apple ID. Please let us know where you're trying to sign in and what message you're seeing.,False,True
1266534,@AppleSupport UPDATE OUR PHONES MINE KEEPS FREEZING WHAT IF IM DYING,device_performance,ios_update_issues,ios_update_issues,False,False,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble after an iOS update. Could you share your iPhone model and iOS version?,False,False
898638,"@AppleSupport I’ve tried both, cellular data and WiFi and it’s the latest update",connectivity,ios_update_issues,connectivity,False,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,"Sorry you're having trouble connecting. Could you tell us whether this is Wi-Fi, Bluetooth, or cellular and what happens when you connect?",False,False
679934,"@AppleSupport So when the Apple Watch isn't able to control the music app on the phone, is it the watch, or the phone that is failing?",apps_services,ios_update_issues,apps_services,False,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble with an Apple service. Could you tell us which app or service is affected and what happens?,False,False
995133,@AppleSupport why does my music player always appear on my lock screen? I’m not playing music nor is it connected to a Bluetooth device.,apps_services,ios_update_issues,apps_services,False,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble with an Apple service. Could you tell us which app or service is affected and what happens?,False,False
2448326,"@AppleSupport I just bought an Apple Watch Series 1 and it says I have to update it to the latest software. After many phone and Watch restarts, it keeps getting stuck on either the “Checking for Update...” or the actual update itself. What can I do?",ios_update_issues,ios_update_issues,purchases_orders_refunds,True,False,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry about the purchase issue. Please let us know what was purchased and where the purchase was made so we can look into it.,False,True
1800145,"@115858 come February, I’ll be team note 8. I’ve never seen so many glitches. My phone isn’t even a year old! My battery life is horrible too",battery_power,ios_update_issues,battery_power,False,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry to hear about the battery issue. Could you share your iPhone model and iOS version?,False,False
270317,Why @115858 won’t let me update my payment. It keeps saying card declined when I have money in my account! #iOS11,purchases_orders_refunds,ios_update_issues,ios_update_issues,False,False,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble after an iOS update. Could you share your iPhone model and iOS version?,False,False
2856754,"@AppleSupport Thanks, yes I did install the update last night. My texts are glitchy - won't open outside links, can't text photos without going into text message first, etc. Also, phone randomly shuts down around 45F or less.",ios_update_issues,ios_update_issues,photos_data,True,False,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble with your photos or data. Could you tell us what device you're using and what happened to the data?,False,False
2818594,@115858 needs to get it together. My phone has been freezing since the update.,device_performance,ios_update_issues,ios_update_issues,False,False,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble after an iOS update. Could you share your iPhone model and iOS version?,False,False
1013791,@AppleSupport app starts to cycle like its looking for something. Freezes then shuts down. started doing this with the last iOS upgrade. I don’t have time,ios_update_issues,ios_update_issues,ios_update_issues,True,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble after an iOS update. Could you share your iPhone model and iOS version?,False,False
2925619,"@AppleSupport Updated my new 2 days old ipad pro to 11.1.2. 
FaceTime quality has dropped remarkably. Person on the other side says image looks blurred, as if a glass is placed on camera. When I FaceTime using iphone X using the same wifi, there is no issue. Is this a ios bug?",ios_update_issues,ios_update_issues,ios_update_issues,True,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble after an iOS update. Could you share your iPhone model and iOS version?,False,False
1441471,@116333 APPLE CANCELLED MY IPHONE X PREORDER .HELP ME,purchases_orders_refunds,ios_update_issues,purchases_orders_refunds,False,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry about the purchase issue. Please let us know what was purchased and where the purchase was made so we can look into it.,False,True
2282253,Hey @AppleSupport is it a known issue that when the 2016 Macbook Pro Touchbar users that when the Macbook heats up the keyboard starts sticking?,hardware_accessories,ios_update_issues,keyboard_input,False,False,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble with typing. Could you tell us your iPhone model and iOS version and describe what characters appear?,False,False
1888619,"@AppleSupport even on ios 11.1 beta 4 my music (applemusic, spotify etc.) stops when im using 3d touch or another app. Thanks for fixin soon",apps_services,ios_update_issues,ios_update_issues,False,False,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble after an iOS update. Could you share your iPhone model and iOS version?,False,False
1109546,@115858 issue with the iOS update. Laggy and unresponsive on screen at times. Will stall and freeze. Please fix.,device_performance,ios_update_issues,ios_update_issues,False,False,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble after an iOS update. Could you share your iPhone model and iOS version?,False,False
366986,@115858 I was charged for a subscription that I canceled the same day I accepted the free trails why was I charged?,purchases_orders_refunds,ios_update_issues,purchases_orders_refunds,False,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry about the purchase issue. Please let us know what was purchased and where the purchase was made so we can look into it.,False,True
1833596,"@115858 @118936 @AppleSupport my phone is constantly freezing whenever I open any apps and I can’t search the App Store, it times out!",device_performance,ios_update_issues,apps_services,False,False,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble with an Apple service. Could you tell us which app or service is affected and what happens?,False,False
124421,Thanks apple for your latest updates I can’t open my music app @AppleSupport @115948,apps_services,ios_update_issues,apps_services,False,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble with an Apple service. Could you tell us which app or service is affected and what happens?,False,False
1211806,"No apps in new iTunes, and iOS App Store did away with wishlists. @115858, are you telling me you don’t want me to buy apps anymore? WTH?",apps_services,ios_update_issues,apps_services,False,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble with an Apple service. Could you tell us which app or service is affected and what happens?,False,False
333252,Anyone else having trouble after latest @115858 update? Blue tooth loves to turn itself on and WiFi connection is constantly dropping.,connectivity,ios_update_issues,ios_update_issues,False,False,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble after an iOS update. Could you share your iPhone model and iOS version?,False,False
810359,"@AppleSupport Love iOS 11 on iPad, it makes my iPad like Mac.But the battery issue need to be fixed.My iPad is Air 2,and iOS version is 11.0.2.",battery_power,ios_update_issues,ios_update_issues,False,False,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble after an iOS update. Could you share your iPhone model and iOS version?,False,False
2975706,@AppleSupport Ever since the last recent iOS update my iPhone 6s randomly becomes very slow and reboots. Why is this happening?,device_performance,ios_update_issues,ios_update_issues,False,False,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble after an iOS update. Could you share your iPhone model and iOS version?,False,False
1204160,@AppleSupport my new iPhone 6s battery is useless. Fully charged last night and now in low power mode! Hardly used and no Apps Open!!,battery_power,ios_update_issues,purchases_orders_refunds,False,False,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry about the purchase issue. Please let us know what was purchased and where the purchase was made so we can look into it.,False,True
873948,"Hey @AppleSupport, the update to the podcast app seems to have added a click or two to the process of actually playing a podcast 👎",apps_services,ios_update_issues,apps_services,False,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble with an Apple service. Could you tell us which app or service is affected and what happens?,False,False
1954372,@AppleSupport IPhone 6 - Lag and touchscreen problems after ios 11.0.3,device_performance,ios_update_issues,ios_update_issues,False,False,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble after an iOS update. Could you share your iPhone model and iOS version?,False,False
2296203,"@AppleSupport , setting up iPhone X as new mobile under existing Apple ID.  End result: Apple ID got locked out without at anytime mistyping password. Later forced to change password and naturally laptops, all devices need to have password changed as well. WHY?????",apple_id_account,ios_update_issues,apple_id_account,False,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble with your Apple ID. Please let us know where you're trying to sign in and what message you're seeing.,False,True
2140986,Hi @AppleSupport. I️ have an issue when I️ type the letter I️. Just saw it on a friend’s message. Screenshot below. Can you help? https://t.co/LLZxw7CoPV,keyboard_input,ios_update_issues,keyboard_input,False,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble with typing. Could you tell us your iPhone model and iOS version and describe what characters appear?,False,False
2060791,Aftr t new app update @4305 doesn't show notifications until I open the https://t.co/srWvNzKJrn @AppleSupport,apps_services,ios_update_issues,apps_services,False,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble with an Apple service. Could you tell us which app or service is affected and what happens?,False,False
35988,@AppleSupport I bought an Apple Watch just over a wk ago &amp; already the screen is very badly scratched.I really dont think it’s fit for purpose. #nothappy,hardware_accessories,ios_update_issues,purchases_orders_refunds,False,False,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry about the purchase issue. Please let us know what was purchased and where the purchase was made so we can look into it.,False,True
665837,@AppleSupport And i don't know why it did not charge it's the first time it does that..,battery_power,ios_update_issues,purchases_orders_refunds,False,False,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry about the purchase issue. Please let us know what was purchased and where the purchase was made so we can look into it.,False,True
2043931,"@AppleSupport your iOS 11 update is absolutely dreadful, makes everything slower and causes some apps to freeze, it feels like a Nokia 3310.",ios_update_issues,ios_update_issues,ios_update_issues,True,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble after an iOS update. Could you share your iPhone model and iOS version?,False,False
1522739,I took such a nice snap and then my phone froze. @115858 I hate your new iOS. Fix. It.,device_performance,ios_update_issues,ios_update_issues,False,False,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble after an iOS update. Could you share your iPhone model and iOS version?,False,False
2422609,@AppleSupport how y’all gonna release an update that doesn’t have a fix for that stupid question mark thing?? FIX IT,keyboard_input,ios_update_issues,ios_update_issues,False,False,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble after an iOS update. Could you share your iPhone model and iOS version?,False,False
1270262,"@AppleSupport HELP!! using v11.03, deleted unused apps, I’ve deleted pics from phone but bloody phone keeps freezing &amp; turning itself off 😡",device_performance,ios_update_issues,apps_services,False,False,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble with an Apple service. Could you tell us which app or service is affected and what happens?,False,False
284411,On god my apps have never crashed this much in a short span of time...@115858 y’all need to fix iOS 11 smh,ios_update_issues,ios_update_issues,ios_update_issues,True,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble after an iOS update. Could you share your iPhone model and iOS version?,False,False
2381388,@AppleSupport I need help trying to get my account back on my iPod 4,apple_id_account,ios_update_issues,apple_id_account,False,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble with your Apple ID. Please let us know where you're trying to sign in and what message you're seeing.,False,True
2726046,"@AppleSupport, @104532 has asked me to contact you regarding a refund which you’re refusing to honour. Please can you help?",purchases_orders_refunds,ios_update_issues,purchases_orders_refunds,False,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry about the purchase issue. Please let us know what was purchased and where the purchase was made so we can look into it.,False,True
2286749,"@AppleSupport Restarting didn't help, but connecting to iTunes did. Now on iOS 11.1.1 Thanks.",ios_update_issues,ios_update_issues,ios_update_issues,True,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble after an iOS update. Could you share your iPhone model and iOS version?,False,False
2558616,stop automatically putting my wifi &amp; bluetooth on @115858,connectivity,ios_update_issues,connectivity,False,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,"Sorry you're having trouble connecting. Could you tell us whether this is Wi-Fi, Bluetooth, or cellular and what happens when you connect?",False,False
767422,@AppleSupport iPhone 7 Plus battery draining and iPhone 6 Constantly freezing and switching off since I updated to iOS  11.0.2 #apple #iOS11,ios_update_issues,ios_update_issues,ios_update_issues,True,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble after an iOS update. Could you share your iPhone model and iOS version?,False,False
1489568,@AppleSupport CAN tou fix slow keyboard since thé last udapte it s horrible,keyboard_input,ios_update_issues,keyboard_input,False,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble with typing. Could you tell us your iPhone model and iOS version and describe what characters appear?,False,False
2237361,When you gonna fix this question mark box bull shit? @115858 @AppleSupport,keyboard_input,ios_update_issues,apps_services,False,False,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble with an Apple service. Could you tell us which app or service is affected and what happens?,False,False
2949592,@AppleSupport When will we get the TV app in the UK?,apps_services,ios_update_issues,apps_services,False,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble with an Apple service. Could you tell us which app or service is affected and what happens?,False,False
2062112,@AppleSupport when can we expect a solution to faster battery drains with ios11 and its successors..?Seems Apple is helpless in this regard!,battery_power,ios_update_issues,ios_update_issues,False,False,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble after an iOS update. Could you share your iPhone model and iOS version?,False,False
449438,@AppleSupport I can’t sync up with anything,apps_services,ios_update_issues,apps_services,False,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble with an Apple service. Could you tell us which app or service is affected and what happens?,False,False
2072072,IOS 11 has ruined my battery life 💔I hope @AppleSupport fixes this with the next update,battery_power,ios_update_issues,ios_update_issues,False,False,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble after an iOS update. Could you share your iPhone model and iOS version?,False,False
2734134,Wow I really just love when my battery is almost full but then I use @917 a few times &amp; it makes my phone crash and restart and wipe my battery down to 10% it just makes my day thanks @115858 I love iPhones 😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊,battery_power,ios_update_issues,device_performance,False,False,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're experiencing performance problems. Could you tell us your device model and what happens when the issue occurs?,False,False
1168589,"iOS 11.0.3 has killed WiFi, even more unstable and more restarts than the last update 🙄 sort it out @AppleSupport last few have been a joke",ios_update_issues,ios_update_issues,ios_update_issues,True,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble after an iOS update. Could you share your iPhone model and iOS version?,False,False
2147725,Yo apple is doing the whole “I️” so we get ignorant and stop typing in complete sentences.. you’re not fooling anyone @115858,keyboard_input,ios_update_issues,keyboard_input,False,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble with typing. Could you tell us your iPhone model and iOS version and describe what characters appear?,False,False
565023,"@AppleSupport Mail app on the phone where you can add various emails. I’m with att, sbcglobal and https://t.co/cN8EKPoDfo extensions. I’ve had these for years on various iPhones. Noticed the delays the last several several months (6 maybe) on WiFi or not.",apps_services,ios_update_issues,apps_services,False,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble with an Apple service. Could you tell us which app or service is affected and what happens?,False,False
1100844,"@AppleSupport Hi, what’s this at my credit card extra? Why am I charged? Could you please help me? https://t.co/yiE0hUoTgG",purchases_orders_refunds,ios_update_issues,purchases_orders_refunds,False,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry about the purchase issue. Please let us know what was purchased and where the purchase was made so we can look into it.,False,True
963353,HOW COME MY GIFS ARENT WORKING WHEN IM ON DATA @AppleSupport,connectivity,ios_update_issues,apps_services,False,False,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble with an Apple service. Could you tell us which app or service is affected and what happens?,False,False
2051989,Please @AppleSupport @115858 fix the battery issues in the iPhone 6S with iOS 11 pleaseee 😭😭😭😭😭,battery_power,ios_update_issues,ios_update_issues,False,False,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble after an iOS update. Could you share your iPhone model and iOS version?,False,False
2076419,"@614107 @115858 Literally! My phone keeps freezing and I have to keep hard resetting it, proper annoying",device_performance,ios_update_issues,device_performance,False,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're experiencing performance problems. Could you tell us your device model and what happens when the issue occurs?,False,False
1805815,"@115858 what is the procedure for degrade ios from 11 to 10..??

As your ios 11 is pathetically stupid &amp; bugicious😂",ios_update_issues,ios_update_issues,ios_update_issues,True,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble after an iOS update. Could you share your iPhone model and iOS version?,False,False
243305,"@118936 @115858 @AppleSupport @2310 battery draining like hell on ios 11 i phone 6s 
Plz check this. 🙏",battery_power,ios_update_issues,battery_power,False,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry to hear about the battery issue. Could you share your iPhone model and iOS version?,False,False
2792066,"@115858 1yr old $3k laptop should be able to handle Chrome and a second program without freezing or crashing EVERY DAY. Giving you one more chance (""upgrading"" to 15"", gag), then lifelong Apple die-hard goes to PC. And will expect a refund.",device_performance,ios_update_issues,device_performance,False,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're experiencing performance problems. Could you tell us your device model and what happens when the issue occurs?,False,False
2647130,My iPhone is stating to heat up when it’s just sitting there. Thanks @115858 for the hot fire update to ruin my phone......again,ios_update_issues,ios_update_issues,ios_update_issues,True,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble after an iOS update. Could you share your iPhone model and iOS version?,False,False
1185829,Dear @115858 - your software updates used to make phone better- now they make it worse. Too much phone freezing and crashes. #whathappened,ios_update_issues,ios_update_issues,device_performance,True,False,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're experiencing performance problems. Could you tell us your device model and what happens when the issue occurs?,False,False
1689399,To the @115858 battery ghost secretly turning on our bluetooth over and over again: PLEASE stop #iOS11,ios_update_issues,ios_update_issues,ios_update_issues,True,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble after an iOS update. Could you share your iPhone model and iOS version?,False,False
2438567,@AppleSupport Sure. iPhone 6 was working great. Updated since iPhone 8 came out with new software and now it is extremely slow and painful,ios_update_issues,ios_update_issues,ios_update_issues,True,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble after an iOS update. Could you share your iPhone model and iOS version?,False,False
609280,"@AppleSupport Left iOS beta program, deleted profile from phone. Still getting beta updates and not 11.0.2  Help please?",ios_update_issues,ios_update_issues,ios_update_issues,True,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble after an iOS update. Could you share your iPhone model and iOS version?,False,False
403562,why did my entire camera roll just randomly completely clear then restore? and why is a vid from june is the most recent item? @AppleSupport https://t.co/aTvndqZau0,photos_data,ios_update_issues,apps_services,False,False,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble with an Apple service. Could you tell us which app or service is affected and what happens?,False,False
1684529,@115858 fix yalls damn keyboard,keyboard_input,ios_update_issues,keyboard_input,False,True,Thanks for reaching out to Apple Support. We'd be happy to help. Please provide more details about the issue you're experiencing.,Sorry you're having trouble with typing. Could you tell us your iPhone model and iOS version and describe what characters appear?,False,False
