customer_tweet_id,customer_text,gold_intent,predicted_intent,intent_confidence,intent_margin,retrieval_top1_similarity,reply,should_escalate,escalation_reason,llm_escalation_suggestion,evidence_used,generation_status,generation_error
1151854,@AppleSupport which drops the battery time even if the iphone is in standby. please check and fix,battery_power,battery_power,0.2957,0.0047,0.7223,"Hi, sorry to hear about the battery drain. Could you let us know your iPhone model, iOS version, and the current battery health percentage? Also, have you noticed any apps running in the background or any recent changes? That info will help us investigate further.",True,Low intent confidence (0.296).,False,,,
2814797,@115858 your products are junk. My headphones broke within 3 months of purchase with my iPhone 7. I've barely even used it and I'm in a temperate climate. What excuse do you have for such a short lived trash product for that price?!,hardware_accessories,apps_services,0.3963,0.0735,0.6011,"I’m sorry to hear your headphones stopped working so soon. Could you let me know the model of the headphones, when you purchased them, and what happened when they stopped working? Once I have that info, I can connect you with the right team to help resolve the issue.",True,Low intent confidence (0.396).,True,,,
2578723,"Every time I try to type “it”, my phone autocorrects to “I.T” WTF @115858 @AppleSupport. These updates have been pure trash!",keyboard_input,ios_update_issues,0.4118,0.0699,0.7772,I’m sorry you’re experiencing that autocorrect issue. We have a workaround you can try until the next update. Could you let me know which iOS version you’re currently running?,True,Low intent confidence (0.412).,False,,,
2283391,@AppleSupport 3D touch in screen #ios11 isn’t work why?,hardware_accessories,apps_services,0.1551,0.0081,0.7317,"It looks like the screenshot shortcut that used a 3‑D press on the Assistive Touch button was removed in iOS 11. 3‑D Touch still works for other functions, but that particular shortcut isn’t available.  Could you let me know which iPhone model you’re using and the exact iOS version? That will help me confirm what 3‑D Touch features are supported on your device.",True,Low intent confidence (0.155).,False,,,
1974749,Why does my I️ key keep coming out like the question mark symbol? @AppleSupport,keyboard_input,keyboard_input,0.3479,0.1957,0.7793,"We’re aware of the issue where typing ""I"" shows a question mark. A workaround is available—please try it and let us know if it resolves the problem.",True,Low intent confidence (0.348).,False,,,
2453292,@AppleSupport I have a IPHONE 7 plus since new download of IOS11 all my voice mail no longer transcribe. I want it back!! What do I do?????,apps_services,apps_services,0.266,0.0474,0.669,"Hi! I’m sorry voicemail transcription isn’t working after the iOS 11 update. Could you let me know if voicemail transcription is turned on in Settings → Phone → Voicemail? Also, have you tried restarting your phone or resetting network settings? If the problem continues, we can dig deeper. Feel free to DM me with any additional details.",True,Low intent confidence (0.266).,False,,,
1020880,"@AppleSupport I pre-purchased a book in iBooks that should be available now, but iBooks only shows it as bought - can‘t download. Now what?",purchases_orders_refunds,ios_update_issues,0.2208,0.0037,0.8596,"Hi @AppleSupport, sorry to hear that. First, check if the book appears in your Purchased section in Books. If it does, make sure you’re signed in with the same Apple ID on the device. Also let me know your iOS version and device model so we can look further.",True,Low intent confidence (0.221).,False,,,
2014699,@AppleSupport I downloaded the new iOS and my battery life has become non existent. Pls send help,battery_power,battery_power,0.3669,0.0219,0.787,"Hi @AppleSupport, sorry to hear battery life is poor after the update. Could you let us know which iPhone model you’re using and the exact iOS version (you can find it in Settings → General → About)? That will help us look into it.",True,Low intent confidence (0.367).,False,,,
2116232,@AppleSupport my itunes gift card money mysteriously disappeared  from my itunes account?,purchases_orders_refunds,purchases_orders_refunds,0.2683,0.0078,0.6858,"Hi! First, please check your iTunes balance to confirm the amount is missing. If the balance still shows as zero, we recommend contacting the iTunes Store team for further assistance. If you need help locating the balance or have any other details you can share, let us know!",True,Low intent confidence (0.268).,False,,,
1266534,@AppleSupport UPDATE OUR PHONES MINE KEEPS FREEZING WHAT IF IM DYING,device_performance,device_performance,0.5341,0.0423,0.9073,"Hi, sorry to hear your phone keeps freezing. Could you let us know the iOS version and the model of your device? That will help us look into the issue.",True,Ambiguous intent prediction; top-two intent margin is only 0.042.,False,,,
898638,"@AppleSupport I’ve tried both, cellular data and WiFi and it’s the latest update",connectivity,connectivity,0.4596,0.0277,0.793,"Thanks for letting us know. To help troubleshoot, could you share your device model and iOS version? Also, what exactly happens when you try to use cellular data or Wi‑Fi—are you seeing an error message or just no connection? If you’ve already tried restarting or resetting network settings, let us know that too.",True,Ambiguous intent prediction; top-two intent margin is only 0.028.,False,,,
679934,"@AppleSupport So when the Apple Watch isn't able to control the music app on the phone, is it the watch, or the phone that is failing?",apps_services,apps_services,0.4681,0.2309,0.6681,"It could be either side. To help us pinpoint the issue, could you let us know the iOS version on your iPhone, the watchOS version on your Apple Watch, and whether the problem still occurs after restarting both devices?",False,"Intent, evidence, and response generation signals are sufficient for automated handling.",False,,,
995133,@AppleSupport why does my music player always appear on my lock screen? I’m not playing music nor is it connected to a Bluetooth device.,apps_services,apps_services,0.2386,0.0451,0.7616,"It could be a widget that shows the last track played. Could you let me know which iOS version you’re on and if restarting the phone removes the widget? Also, is any music app open or running in the background?",True,Low intent confidence (0.239).,False,,,
2448326,"@AppleSupport I just bought an Apple Watch Series 1 and it says I have to update it to the latest software. After many phone and Watch restarts, it keeps getting stuck on either the “Checking for Update...” or the actual update itself. What can I do?",ios_update_issues,ios_update_issues,0.3659,0.0355,0.7386,"Thanks for reaching out. Could you let me know the exact error message you see when the update stalls? Also, what iPhone model and iOS version are you using, and what watchOS version is currently installed on the watch? This information will help us troubleshoot the issue.",True,Low intent confidence (0.366).,False,,,
1800145,"@115858 come February, I’ll be team note 8. I’ve never seen so many glitches. My phone isn’t even a year old! My battery life is horrible too",battery_power,device_performance,0.3558,0.0606,0.6891,"Hi @115858, sorry to hear about the glitches and battery issues. Could you let us know which iPhone model you’re using and the exact iOS version? Also, have you noticed any particular apps or activities that drain the battery faster? This info will help us pinpoint the cause and suggest the best next steps.",True,Low intent confidence (0.356).,False,,,
270317,Why @115858 won’t let me update my payment. It keeps saying card declined when I have money in my account! #iOS11,purchases_orders_refunds,ios_update_issues,0.3673,0.1379,0.6868,"It sounds like your payment method is being declined even though you have funds. This can happen if the card hasn’t been verified or if there’s an issue with the App Store. To help resolve it, could you let us know your device model, iOS version, and the type of card you’re trying to use? In the meantime, you can contact the iTunes Store team—they have the tools to investigate the decline.",True,Low intent confidence (0.367).,True,,,
2856754,"@AppleSupport Thanks, yes I did install the update last night. My texts are glitchy - won't open outside links, can't text photos without going into text message first, etc. Also, phone randomly shuts down around 45F or less.",ios_update_issues,ios_update_issues,0.5115,0.062,0.6651,"Thanks for letting us know. To help troubleshoot the message glitches and the unexpected shutdowns, could you share the exact iOS version you’re running and the model of your device? Once we have that, we can look into a fix.",False,"Intent, evidence, and response generation signals are sufficient for automated handling.",False,,,
2818594,@115858 needs to get it together. My phone has been freezing since the update.,device_performance,device_performance,0.3795,0.0744,0.8125,"Hi @115858, sorry to hear your phone is freezing after the update. Could you let us know which iOS version you’re running and what model of iPhone you have? Also, when does the freezing happen—does it occur during certain apps or when the phone is idle? This info will help us find a solution.",True,Low intent confidence (0.379).,False,,,
1013791,@AppleSupport app starts to cycle like its looking for something. Freezes then shuts down. started doing this with the last iOS upgrade. I don’t have time,ios_update_issues,apps_services,0.5444,0.0675,0.7969,"Sorry about the app freezes after the latest iOS update. Could you share your iPhone model and the exact iOS version you’re running? Also, are all apps affected or just a few? That info will help us find a fix quickly.",False,"Intent, evidence, and response generation signals are sufficient for automated handling.",False,,,
2925619,"@AppleSupport Updated my new 2 days old ipad pro to 11.1.2. 
FaceTime quality has dropped remarkably. Person on the other side says image looks blurred, as if a glass is placed on camera. When I FaceTime using iphone X using the same wifi, there is no issue. Is this a ios bug?",ios_update_issues,ios_update_issues,0.2299,0.0499,0.5974,"It sounds like a camera issue that can sometimes happen after an iOS update. A quick restart often resolves it. Please restart your iPad Pro and try FaceTime again. If the blur remains, let me know and we can explore additional steps.",True,Low intent confidence (0.230).,False,,,
1441471,@116333 APPLE CANCELLED MY IPHONE X PREORDER .HELP ME,purchases_orders_refunds,apps_services,0.2903,0.0296,0.7532,I’m sorry to hear your iPhone X preorder was cancelled. Could you share your country/region and the order number? Please DM us so we can look into this for you.,True,Low intent confidence (0.290).,False,,,
2282253,Hey @AppleSupport is it a known issue that when the 2016 Macbook Pro Touchbar users that when the Macbook heats up the keyboard starts sticking?,hardware_accessories,keyboard_input,0.2643,0.0676,0.4942,"Thanks for reaching out. We’re not aware of a specific heat‑related sticking issue on the 2016 MacBook Pro Touch Bar, but we’d like to investigate further. Could you let us know which macOS version you’re running and describe when the keyboard sticks (e.g., after a certain amount of use, during specific apps, etc.)? If you’re in the US or another country, that will help us determine warranty coverage. Once we have that info, we can guide you further.",True,Low intent confidence (0.264).,False,,,
1888619,"@AppleSupport even on ios 11.1 beta 4 my music (applemusic, spotify etc.) stops when im using 3d touch or another app. Thanks for fixin soon",apps_services,apps_services,0.4348,0.1216,0.745,"Thanks for reaching out. To help us investigate why music stops when you use 3D Touch or switch apps on iOS 11.1 beta 4, could you let us know which device model you’re using? Also, have you noticed the issue with any particular app or only when using 3D Touch? Once we have that info, we can look into a fix.",True,Low intent confidence (0.435).,False,,,
1109546,@115858 issue with the iOS update. Laggy and unresponsive on screen at times. Will stall and freeze. Please fix.,device_performance,device_performance,0.5845,0.0001,0.8523,"Hi @115858, sorry to hear about the lag and freezes. Could you let us know which iPhone model you’re using and the current iOS version? That info will help us troubleshoot the issue further.",True,Ambiguous intent prediction; top-two intent margin is only 0.000.,False,,,
366986,@115858 I was charged for a subscription that I canceled the same day I accepted the free trails why was I charged?,purchases_orders_refunds,purchases_orders_refunds,0.3761,0.2004,0.5896,"Hi @115858, I’m sorry to hear you were charged after canceling the free trial. To help resolve this, could you let me know the name of the app, the date you canceled, and any receipt or confirmation you received? Once we have those details, we can forward the issue to our iTunes support team who can investigate the charge and provide a resolution.",True,Low intent confidence (0.376).,False,,,
1833596,"@115858 @118936 @AppleSupport my phone is constantly freezing whenever I open any apps and I can’t search the App Store, it times out!",device_performance,apps_services,0.5187,0.0911,0.7681,"Hi @115858, sorry to hear about the freezes. Could you let us know which iPhone model you have and the iOS version? Also, have you updated to the latest iOS? If so, which apps are freezing and does the App Store timeout happen on all searches or just certain ones? Thanks!",False,"Intent, evidence, and response generation signals are sufficient for automated handling.",False,,,
124421,Thanks apple for your latest updates I can’t open my music app @AppleSupport @115948,apps_services,apps_services,0.4678,0.1184,0.7824,"Hi! Sorry to hear the Music app won’t open. Could you let me know which iOS version you’re running and when you first noticed the problem? In the meantime, try restarting your iPhone and see if the app opens. Let me know how that goes.",False,"Intent, evidence, and response generation signals are sufficient for automated handling.",False,,,
1211806,"No apps in new iTunes, and iOS App Store did away with wishlists. @115858, are you telling me you don’t want me to buy apps anymore? WTH?",apps_services,apps_services,0.3517,0.0337,0.6344,"Hi @115858, the new iTunes on macOS no longer includes apps, and iOS 11 removed the wishlist feature. You can still buy and update apps via the App Store app on your device. Could you let us know your device model and iOS version so we can confirm? Thanks!",True,Low intent confidence (0.352).,False,,,
333252,Anyone else having trouble after latest @115858 update? Blue tooth loves to turn itself on and WiFi connection is constantly dropping.,connectivity,device_performance,0.4928,0.0543,0.6719,"Hi, sorry to hear about the Wi‑Fi and Bluetooth issues after the update. Could you let us know which iOS version you’re running and what device model you have? That will help us look into the problem.",False,"Intent, evidence, and response generation signals are sufficient for automated handling.",False,,,
810359,"@AppleSupport Love iOS 11 on iPad, it makes my iPad like Mac.But the battery issue need to be fixed.My iPad is Air 2,and iOS version is 11.0.2.",battery_power,ios_update_issues,0.2838,0.0697,0.6713,"Thanks for reaching out! I’m sorry to hear the battery’s draining faster. Could you let me know if you’ve noticed any particular apps or settings that use a lot of power, or if you’ve tried any battery‑saving tweaks? Once I have a bit more detail, I can help you find a solution.",True,Low intent confidence (0.284).,False,,,
2975706,@AppleSupport Ever since the last recent iOS update my iPhone 6s randomly becomes very slow and reboots. Why is this happening?,device_performance,device_performance,0.5253,0.0075,0.7919,"Hi! I’m sorry to hear about the slowdown and reboots after the recent iOS update. To help you better, could you let me know which iOS version you’re running on your iPhone 6s? Also, if you’ve noticed any specific apps or times when the reboot occurs, that info would be useful. Once I have those details, I can look into the issue further.",True,Ambiguous intent prediction; top-two intent margin is only 0.008.,False,,,
1204160,@AppleSupport my new iPhone 6s battery is useless. Fully charged last night and now in low power mode! Hardly used and no Apps Open!!,battery_power,battery_power,0.4023,0.0572,0.7157,Thanks for reaching out. Could you let us know which iOS version your iPhone 6s is running? That will help us determine the next steps to address the battery issue.,True,Low intent confidence (0.402).,False,,,
873948,"Hey @AppleSupport, the update to the podcast app seems to have added a click or two to the process of actually playing a podcast 👎",apps_services,apps_services,0.2248,0.0451,0.753,"Thanks for reaching out! To help us pinpoint the issue, could you let us know which iPhone or iPad model you’re using and the iOS version? Also, what steps do you take from opening the app to actually starting playback? If you’ve tried restarting or reinstalling the app, that would be helpful to know as well.",True,Low intent confidence (0.225).,False,,,
1954372,@AppleSupport IPhone 6 - Lag and touchscreen problems after ios 11.0.3,device_performance,apps_services,0.3453,0.005,0.819,"Hi, sorry to hear about the lag and touch issues after updating to iOS 11.0.3 on your iPhone 6. Could you let us know the exact iOS version you’re running (e.g., 11.0.3, 11.1, etc.)? Also, have you noticed any particular apps or actions that trigger the lag? Once we have that info we can look into it further.",True,Low intent confidence (0.345).,False,,,
2296203,"@AppleSupport , setting up iPhone X as new mobile under existing Apple ID.  End result: Apple ID got locked out without at anytime mistyping password. Later forced to change password and naturally laptops, all devices need to have password changed as well. WHY?????",apple_id_account,apple_id_account,0.389,0.1435,0.6479,"Hi! It sounds like your Apple ID was locked during the iPhone X setup. That can happen if Apple detects unusual activity. To help you unlock it, could you let us know the exact error message you see when you try to sign in? Also, do you have two‑factor authentication enabled on the account? Once we have that info we can guide you through the next steps.",True,Low intent confidence (0.389).,False,,,
2140986,Hi @AppleSupport. I️ have an issue when I️ type the letter I️. Just saw it on a friend’s message. Screenshot below. Can you help? https://t.co/LLZxw7CoPV,keyboard_input,keyboard_input,0.4662,0.2914,0.8497,Hi! It sounds like a keyboard autocorrect glitch. The latest iOS update includes a fix for this. Could you let us know your device model and the iOS version you’re running? That’ll help us confirm the best next step.,False,"Intent, evidence, and response generation signals are sufficient for automated handling.",False,,,
2060791,Aftr t new app update @4305 doesn't show notifications until I open the https://t.co/srWvNzKJrn @AppleSupport,apps_services,ios_update_issues,0.3386,0.0336,0.7836,"Hi @AppleSupport, sorry you’re having trouble with notifications after the app update. Could you let us know which iPhone/iPad model you’re using and the iOS version? Also, please check Settings → Notifications to confirm that notifications are enabled for that app. Once we have that info we can guide you further.",True,Low intent confidence (0.339).,False,,,
35988,@AppleSupport I bought an Apple Watch just over a wk ago &amp; already the screen is very badly scratched.I really dont think it’s fit for purpose. #nothappy,hardware_accessories,apps_services,0.1777,0.033,0.5723,"We’re sorry to hear about the scratches on your new Apple Watch. Please DM us with your country and the exact watch model, and we’ll guide you through repair or replacement options.",True,Low intent confidence (0.178).,False,,,
665837,@AppleSupport And i don't know why it did not charge it's the first time it does that..,battery_power,battery_power,0.2777,0.0602,0.7942,"Hi! Could you let us know your device model, iOS version, and whether you tried restarting or using a different charger? That will help us figure out why it didn’t charge.",True,Low intent confidence (0.278).,False,,,
2043931,"@AppleSupport your iOS 11 update is absolutely dreadful, makes everything slower and causes some apps to freeze, it feels like a Nokia 3310.",ios_update_issues,ios_update_issues,0.5237,0.0295,0.8282,Thanks for reaching out. Could you let us know which iOS 11 version you’re running (Settings > General > About) and if any App Store updates are pending? That will help us look into the performance issues.,True,Ambiguous intent prediction; top-two intent margin is only 0.030.,False,,,
1522739,I took such a nice snap and then my phone froze. @115858 I hate your new iOS. Fix. It.,device_performance,apps_services,0.3284,0.0071,0.733,"Hi, sorry to hear your phone froze after taking a photo. To help us look into this, could you share your device model, iOS version, and your country?",True,Low intent confidence (0.328).,False,,,
2422609,@AppleSupport how y’all gonna release an update that doesn’t have a fix for that stupid question mark thing?? FIX IT,keyboard_input,ios_update_issues,0.4049,0.1203,0.754,We understand your frustration. We have a workaround that can help you until the next update. Please let us know if you need further assistance.,True,Low intent confidence (0.405).,False,,,
1270262,"@AppleSupport HELP!! using v11.03, deleted unused apps, I’ve deleted pics from phone but bloody phone keeps freezing &amp; turning itself off 😡",device_performance,apps_services,0.4698,0.0675,0.7404,"Thanks for reaching out. It sounds like you’re on iOS 11.3 and experiencing freezes and shutdowns after deleting apps and photos. Could you confirm your exact iOS version and device model? Also, have you tried restarting the phone or updating to the latest available iOS? Let us know so we can help further.",False,"Intent, evidence, and response generation signals are sufficient for automated handling.",False,,,
284411,On god my apps have never crashed this much in a short span of time...@115858 y’all need to fix iOS 11 smh,ios_update_issues,apps_services,0.5705,0.1349,0.8071,"Hey, let’s look into this. Are the crashes happening with one app or multiple apps? Also, could you share your device model and the exact iOS version you’re running?",False,"Intent, evidence, and response generation signals are sufficient for automated handling.",False,,,
2381388,@AppleSupport I need help trying to get my account back on my iPod 4,apple_id_account,apple_id_account,0.3686,0.0073,0.7293,"Hi! To help you get your Apple ID back on your iPod 4, could you share the country you’re in, the iPod model and iOS version, and any error message you see? Once we have that, we can guide you through the next steps.",True,Low intent confidence (0.369).,False,,,
2726046,"@AppleSupport, @104532 has asked me to contact you regarding a refund which you’re refusing to honour. Please can you help?",purchases_orders_refunds,purchases_orders_refunds,0.3298,0.0509,0.7515,"Hi! To help you with the refund, could you let us know if it was for an iTunes Store purchase or a product? Also, please share the order number so we can look into it further.",True,Low intent confidence (0.330).,False,,,
2286749,"@AppleSupport Restarting didn't help, but connecting to iTunes did. Now on iOS 11.1.1 Thanks.",ios_update_issues,apps_services,0.3598,0.0648,0.8241,"Great to hear connecting to iTunes helped! Updating to iOS 11.1.1 is a solid next step. If you notice any other issues or have questions, just let us know. Happy to help!",True,Low intent confidence (0.360).,False,,,
2558616,stop automatically putting my wifi &amp; bluetooth on @115858,connectivity,connectivity,0.378,0.2022,0.7003,"Hi! I’m sorry you’re having trouble with Wi‑Fi and Bluetooth turning on automatically. Could you let me know which iPhone model you’re using, what iOS version it’s running, and whether you’ve already turned Wi‑Fi and Bluetooth off in Settings? That info will help us figure out why they’re re‑activating. Thanks!",True,Low intent confidence (0.378).,False,,,
767422,@AppleSupport iPhone 7 Plus battery draining and iPhone 6 Constantly freezing and switching off since I updated to iOS  11.0.2 #apple #iOS11,ios_update_issues,device_performance,0.454,0.0217,0.8232,"Thanks for reaching out. Could you let me know the exact iOS version on each device and whether the battery drain or freezing happens with specific apps or features? Also, have you tried any troubleshooting steps like restarting, checking battery usage, or updating to the latest iOS? This will help us investigate further.",True,Ambiguous intent prediction; top-two intent margin is only 0.022.,False,,,
1489568,@AppleSupport CAN tou fix slow keyboard since thé last udapte it s horrible,keyboard_input,ERROR,,,,,,"Error code: 400 - {'error': {'message': ""Failed to validate JSON. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'json_validate_failed', 'failed_generation': ''}}",,,,
2237361,When you gonna fix this question mark box bull shit? @115858 @AppleSupport,keyboard_input,apps_services,0.2643,0.0188,0.7661,"Here’s what you can do to work around the issue until it’s fixed in a future software update. If you need further help, let us know.",True,Low intent confidence (0.264).,False,,success,
2949592,@AppleSupport When will we get the TV app in the UK?,apps_services,apps_services,0.2414,0.0698,0.6167,We don’t have an expected release date for the TV app in the UK at this time.,True,Low intent confidence (0.241).,False,,success,
2062112,@AppleSupport when can we expect a solution to faster battery drains with ios11 and its successors..?Seems Apple is helpless in this regard!,battery_power,battery_power,0.4159,0.0204,0.8093,"Thanks for reaching out. To help us investigate the battery drain issue on iOS 11 and later, could you DM us your device model, iOS version, and any recent changes you’ve made? We’ll look into it and get back to you.",True,Low intent confidence (0.416).,False,,success,
449438,@AppleSupport I can’t sync up with anything,apps_services,apps_services,0.4206,0.1579,0.7914,"Hi! I’m sorry you’re having trouble syncing. Could you let me know which device you’re using, the iOS version, and what you’re trying to sync (e.g., iCloud, contacts, photos, etc.)? That will help me give you the right steps.",True,Low intent confidence (0.421).,False,,success,
2072072,IOS 11 has ruined my battery life 💔I hope @AppleSupport fixes this with the next update,battery_power,battery_power,0.3891,0.0072,0.8747,"Thanks for reaching out. To help us look into the battery issue after the iOS 11 update, could you let us know which device you’re using and the exact iOS version? Once we have that, we can investigate further.",True,Low intent confidence (0.389).,False,,success,
2734134,Wow I really just love when my battery is almost full but then I use @917 a few times &amp; it makes my phone crash and restart and wipe my battery down to 10% it just makes my day thanks @115858 I love iPhones 😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊,battery_power,battery_power,0.3225,0.1213,0.7196,"Thanks for reaching out. It sounds like battery drain and crashes after using app @917. To help investigate, could you let us know your iPhone model and iOS version? Also, which app is @917? That info will help us look into the issue.",True,Low intent confidence (0.323).,False,,success,
1168589,"iOS 11.0.3 has killed WiFi, even more unstable and more restarts than the last update 🙄 sort it out @AppleSupport last few have been a joke",ios_update_issues,ios_update_issues,0.4941,0.0606,0.7722,"Hi, sorry to hear about the WiFi instability after updating to iOS 11.0.3. To help us investigate, could you let us know which device you’re using, the exact iOS version, and any steps you’ve already tried to fix the WiFi? Once we have that info, we can look into a solution.",False,"Intent, evidence, and response generation signals are sufficient for automated handling.",False,,success,
2147725,Yo apple is doing the whole “I️” so we get ignorant and stop typing in complete sentences.. you’re not fooling anyone @115858,keyboard_input,apps_services,0.2632,0.0122,0.668,"It sounds like the autocorrect issue with the capital ""I"". The latest iOS release includes a fix for this. Please back up your device first, then update to the newest iOS version. Could you let me know your device model and the iOS version you’re currently running?",True,Low intent confidence (0.263).,False,,success,
565023,"@AppleSupport Mail app on the phone where you can add various emails. I’m with att, sbcglobal and https://t.co/cN8EKPoDfo extensions. I’ve had these for years on various iPhones. Noticed the delays the last several several months (6 maybe) on WiFi or not.",apps_services,apps_services,0.3185,0.0344,0.6774,"Thanks for reaching out. To help us pinpoint the cause of the delays in the Mail app, could you share your iPhone model, the iOS version you’re running, and whether the slowdown occurs on all Wi‑Fi networks or just certain ones? Also, have you noticed similar delays with other apps? This info will help us investigate further.",True,Low intent confidence (0.319).,False,,success,
1100844,"@AppleSupport Hi, what’s this at my credit card extra? Why am I charged? Could you please help me? https://t.co/yiE0hUoTgG",purchases_orders_refunds,purchases_orders_refunds,0.3377,0.1383,0.675,"I’m sorry you’re seeing an unexpected charge. To help investigate, could you share the date, amount, and any details from the transaction? If you have the Apple ID linked to the charge, that would also be helpful. Once we have that info, we can look into it further.",True,Low intent confidence (0.338).,False,,success,
963353,HOW COME MY GIFS ARENT WORKING WHEN IM ON DATA @AppleSupport,connectivity,apps_services,0.1509,0.002,0.7253,"Hi! I’m sorry you’re having trouble sending GIFs while on cellular data. Could you let me know which device you’re using, the iOS version, and which app you’re trying to send the GIF from? That will help us pinpoint the issue.",True,Low intent confidence (0.151).,False,,success,
2051989,Please @AppleSupport @115858 fix the battery issues in the iPhone 6S with iOS 11 pleaseee 😭😭😭😭😭,battery_power,apps_services,0.373,0.0066,0.8677,Thanks for reaching out. Could you DM us your exact iOS version and let us know which country you’re in? We’ll help you with the battery issue.,True,Low intent confidence (0.373).,False,,success,
2076419,"@614107 @115858 Literally! My phone keeps freezing and I have to keep hard resetting it, proper annoying",device_performance,device_performance,0.386,0.0898,0.8091,We’re sorry to hear your phone keeps freezing. Could you let us know which iPhone model you have and the iOS version you’re running? That will help us find the best solution for you.,True,Low intent confidence (0.386).,False,,success,
