customer_tweet_id,response_tweet_id,created_at_customer,created_at_response,customer_text,response_text,clean_customer_text,intent_label,rule_confidence
462004,462002,2017-12-01 02:22:43+00:00,2017-12-01 02:36:29+00:00,I have a problem with my appstore buys they want my verification and when i put it on they just ask it to me again how can i fix that problem? @AppleSupport 😡😡,"@224791 We'd be happy to take a look into this with you. Could you please send us a DM with what device you're having this issue on, and what OS version it's running? https://t.co/GDrqU22YpT",i have a problem with my appstore buys they want my verification and when i put it on they just ask it to me again how can i fix that problem,apple_id_account,1
2794412,2794410,2017-11-21 20:53:17+00:00,2017-11-21 21:30:18+00:00,"@AppleSupport My iCloud account was auto-updated to two-factor authentication. After submitting the six-digit authentication number, I’m asked for a four-digit “iCloud Security code”. No idea what this is, and clicking on “Forgot Code?” gives me an endless spinner. Thanks. https://t.co/fcZ9mHC1F3",@779816 We can definitely assist with iCloud. Looks like you're getting a message regarding iCloud Keychain: https://t.co/RVPykwGkuI Try restarting your Mac from the Apple menu in the top left. And let us know if this continues. https://t.co/GDrqU22YpT,my icloud account was auto-updated to two-factor authentication after submitting the six-digit authentication number i'm asked for a four-digit icloud security code no idea what this is and clicking on forgot code gives me an endless spinner thanks,apple_id_account,1
2615307,2615305,2017-11-17 05:20:21+00:00,2017-11-17 13:57:01+00:00,Find it really disturbing when I get emails saying my iCloud password has been reset through my email :S @115858,@739267 We want to make sure your Apple ID account is safe and secure. Could you join us in DM to get started? https://t.co/GDrqU22YpT,find it really disturbing when i get emails saying my icloud password has been reset through my email s,apple_id_account,1
1618240,1618239,2017-11-05 03:34:15+00:00,2017-11-05 14:58:57+00:00,@AppleSupport I got many emails today from this id asking me to verify my Apple ID . Looks scam to me https://t.co/TRujCN0Oqf,@259392 Can you DM us what the email says? We'd be happy to look into this with you. https://t.co/GDrqU22YpT,i got many emails today from this id asking me to verify my apple id looks scam to me,apple_id_account,1
768337,768336,2017-10-23 05:09:22+00:00,2017-10-23 12:56:20+00:00,@AppleSupport I can't update apps on my Macbook Pro? All my credentials are correct and I can sign in on iCloud via Safari. Error attached. https://t.co/EK9pJTa4U0,@303503 We'd be happy to look into this with you.  Let us know in DM the version of macOS you're currently using. https://t.co/GDrqU22YpT,i can't update apps on my macbook pro all my credentials are correct and i can sign in on icloud via safari error attached,apple_id_account,1
1770069,1770068,2017-11-07 22:33:22+00:00,2017-11-07 23:16:32+00:00,i need to change my apple id password but my accounts been “recovering” for about 2 weeks @AppleSupport help pls,"@221340 We're happy to see how we can help. Send us a DM with more information, and we'll get started. https://t.co/GDrqU22YpT",i need to change my apple id password but my accounts been recovering for about 2 weeks help pls,apple_id_account,2
689388,689387,2017-11-23 14:33:36+00:00,2017-11-23 14:37:00+00:00,It seems like someone is persistently trying to break into my iCloud account @AppleSupport and I’m having real issues. This is really bad.,@284736 Let's get you to the best team to look into this with you. Our Account Security team can be reached from this link: https://t.co/UJm15vmMM2,it seems like someone is persistently trying to break into my icloud account and i'm having real issues this is really bad,apple_id_account,1
451397,451396,2017-11-30 21:37:37+00:00,2017-11-30 21:45:28+00:00,"@AppleSupport No, it’s just not letting me sign in. I’ve done everything your website says to do but it doesn’t sign in still or activate","@222041 Let's make sure to next, go through all the steps in this article: https://t.co/jhvYu3nzpA",no it's just not letting me sign in i've done everything your website says to do but it doesn't sign in still or activate,apple_id_account,1
2446373,2446371,2017-11-15 01:16:36+00:00,2017-11-15 01:31:27+00:00,"@AppleSupport is there any problems with iCloud right now? my computer is prompting for login and gives ""unknown error"" when i enter my password.","@701331 Let's look into this with you. The system status site, https://t.co/7NVrDovSd8, shows no iCloud system issues. Are you trying to log into the iCloud website?",is there any problems with icloud right now my computer is prompting for login and gives unknown error when i enter my password,apple_id_account,2
1228741,1228744,2017-10-25 20:35:28+00:00,2017-10-25 20:59:56+00:00,@AppleSupport Thanks for confirming and quick reply 😊 How do I get rid of these emails? I once used that email before to create an Apple ID.,"@408260 You're very welcome. We want to be sure to answer all of your questions. Let's meet up in DM to continue, please. https://t.co/GDrqU2kzhr",thanks for confirming and quick reply how do i get rid of these emails i once used that email before to create an apple id,apple_id_account,1
2237355,2237354,2017-11-10 15:31:46+00:00,2017-11-10 18:34:00+00:00,@AppleSupport my Apple ID is locked and my phone text messaging isn’t working. #catch22 Should I️ go to a Genius Bar to resolve in person? 😕,@652429 Let's get you pointed in the right direction to unlock your Apple ID. What's the exact error message you're seeing? DM us more info and we'll go from there. https://t.co/GDrqU22YpT,my apple id is locked and my phone text messaging isn't working catch22 should i go to a genius bar to resolve in person,apple_id_account,1
